date,buyer_country,supplier_country,buyer,supplier,buyer_address,supplier_address,notify_party,notify_address,manufacturer,origin_country,destination_country,port_of_loading,port_of_discharge,hs_code,product_description,shipping_marks,quantity,quantity_unit,weight_kg,amount_usd,bill_number,container_number,brand
2025-12-23,菲律宾,中国,VAREX IMAGING PHILIPPINES INC,HEBEI TIANYULUX,BLDG 9 10 11 HARVARD AVE EZP BUSINESS PARK CPIP SEZ BATINOCALAMBA LAGUNA 4027PHILIPPINES,,,,,CHINA,,,,85076039000,LITHIUM-OIN BATTERY PACK UN NO.3840,,1.0,PIECE,12.3,233.8636,AMIGL250553234A,,
2025-12-22,菲律宾,中国,TRIPLE ROX PLASTICWARE PRODUCTS,XIAMEN CONSTANCE ENERGY CO LTD,TRADING 30G2 PEARL OF THE ORIENT TOWER ROXAS BLVD ERMITAMANILA 1000PHILIPPINES,,,,,CHINA,,,,85076090000,23 PALLETS STC 1436 CTNS AND 20 WOODEN CASE LITHIUM SOLAR BATTERY (8736 PCS PACKED IN 23 PALLETS),,8736.0,PIECE,25907.64,16546.5234,730510323206,,
2025-12-22,菲律宾,中国,TRIPLE ROX PLASTICWARE PRODUCTS,HANGZHOU JILAO TECHNOLOGY CO LTD,TRADING 30G2 PEARL OF THE ORIENT TOWER ROXAS BLVD ERMITAMANILA 1000PHILIPPINES,,,,,CHINA,,,,85076090000,3187 PKGS STC LITHIUM SOLAR BATTERY (12748 PCS PACKED IN 3187 PKGS),,12748.0,UNKNOWN,53505.05,30726.9799,730510323626,,
2025-12-19,菲律宾,中国,SKLL CONSUMER GOODS TRADING,GLOBAL LINKS TECHNOLOGY CO PTE,2ND FLR 1153 CARDINE BLDG GOV ALEJO SANTOS RD BINTOG PLARIDEL BULACANPLARIDEL 3004PHILIPPINES,,,,,CHINA,,,,85076090000,LITHIUM-ION BATTERY PACK BRAND: DFT,,200.0,PIECE,950.0,1199.5099,CPL0383388,,
2025-12-18,孟加拉国,中国,R AND D TRADE INTERNATIONAL,HAINING HENGYING IMPORT AND EXPORT,83/187; Hazi Badsha Mia Road;,,,,,CN,,,,85076000,LITHIUM ION BATTERY PACK 64V,,80.0,,6416.0,6818.0,,,
2025-12-18,孟加拉国,中国,R AND D TRADE INTERNATIONAL,HAINING HENGYING IMPORT AND EXPORT,83/187; Hazi Badsha Mia Road;,,,,,CN,,,,85076000,LITHIUM ION BATTERY PACK 51.2V,,20.0,,616.0,642.0,,,
2025-12-18,秘鲁,中国,ENERQUIMICA SOCIEDAD ANONIMA CERRADA,GUANGDONG HAIDI BATTERY TECHNOLOGY CO LTD,CAL. CARLOS PEDEMONTE NRO. 142 URB. EL MERCURIO (FRENTE AL MCDO DE FRUTAS- MAESTRO ARRIOL),,,,,"CHINA, PEOPLE'S REPUBLIC OF",,DA CHAN BAY,,8507600000,"BATERIA DE LITIO, HAIDI, HD12-20 HD12-20[12V20AH] USO:BATERYA DE LITIO ION DE USO INDUSTRIAL LITHIUM-ION BATTERY PACK -",,5050.0,UNITS,5764.5,199191.62,,,
2025-12-18,厄瓜多尔,中国,RISING SUN ECUADOR S A,SOLUNA BATTERY,,,,,,CHINA,,,,8507600099,SOLUNA 10KWH PACK LV LITHIUM BATTERY,,10.0,U,938.0,13650.28,,,SOLUNA
2025-12-18,菲律宾,中国香港,NAUTS AND VECTORS COMPANY INC,SHENZHEN JIAYUNSHIJI INTERNATIONAL,"ROOM 401 4TH FLOOR LCC MALL, ZIGA AVENUE, BRGY SAN JUANTABACO CITY ALBAY 4511PHILIPPINES",,,,,HONG KONG,,,,85076039000,EXTERNAL BATTERY (EUFY BRAND) EUFY 2600 MAH BATTERY PACK UNIVERSAL B2C-UN BLACK ITERATION 1,,2000.0,PIECE,450.0,2099.8125,210510586646,,
2025-12-17,赞比亚,中国香港,GWIRIZANO HARDWARE,GLOBAL LINKS TECCHNOLOGY CO PTE LTD,,,,,,China,Zambia,,,850760000000,LITHIUM-ON BATTERY PACK,,96.0,NMB,9.8,102.6318,CHN2751602,,
2025-12-16,菲律宾,中国,STB GIGAFACTORY INC,SHENZHEN OLIPOWER ENERGY STORAGE,RBF UNITS 1-2 FILINVEST INNOVATION PARK PH 1 NEW CLARK CITY CSEZARANGUREN CAPAS TARLAC 2315PHILIPPINES,,,,,CHINA,,,,85076090000,3 PACKAGES OF BATTERY PACK ( OLIPOWER BRAND) - 333 KGS,,3.0,PIECE,333.0,3520.9968,CMZ1752789,,
2025-12-16,厄瓜多尔,中国,DISTRIBUIDORES FERRETEROS ECUATORIANOS DIFERREC S A,EBIC TOOLS CO LTD,,,,,,CHINA,,,,8507600099,LITHIUM-ION BATTERY PACK 2000MAH,,40.0,PZA,18.4,406.23,,,EBIC TOOLS
2025-12-16,厄瓜多尔,中国,DISTRIBUIDORES FERRETEROS ECUATORIANOS DIFERREC S A,EBIC TOOLS CO LTD,,,,,,CHINA,,,,8507600099,LITHIUM-ION BATTERY PACK 4000MAH,,100.0,PZA,67.0,1435.99,,,EBIC TOOLS
2025-12-15,刚果共和国[刚果（布）],中国,KUNDA OUMAR CHEICK,GZ WORLD GROUP CO LIMITED,,,,,,China,"Congo, Democratic Republic of the",,,850760000000,LITHIUM BATTERY PACK,,18.0,NMB,3763.0,1958.6971,ASC25NSADAR008678,,
2025-12-15,菲律宾,中国,AGILE TECHNOLOGIES INC,HONG KONG ECOFLOW INNOVATION TECHNOLOGY LIMITED,LEVEL C 126 FMF BUILDING PIONEER STREET BRGY HIGHWAY HILLSMANDALUYONG 1550PHILIPPINES,,,,,CHINA,,,,85076039000,ECO FLOW RECHARGEABLE LI-ION BATTERY PACK EFEB600 EFR703 20PCS,,20.0,UNKNOWN,114.6,3367.2063,TSW01S010798,,
2025-12-15,菲律宾,中国,AGILE TECHNOLOGIES INC,HONG KONG ECOFLOW INNOVATION TECHNOLOGY LIMITED,LEVEL C 126 FMF BUILDING PIONEER STREET BRGY HIGHWAY HILLSMANDALUYONG 1550PHILIPPINES,,,,,CHINA,,,,85076039000,ECO FLOW OUTDOOR REFRIGERATOR BATTERY PACK ZYDBX100-EB EFBX100-EB 9PCS,,9.0,UNKNOWN,17.1,1136.4354,TSW01S010798,,
2025-12-15,多民族玻利维亚国,中国香港,COMERCIALIZADORA ANDREASSOLIS IMPORT & EXPORT S R L,SHIHAN LIMITED,"GRIGOTA, S/N, LA RAMADA, SANTA CRUZ DE LA SIERRA, SANTA CRUZ, BOLIVIA, 75343428,",", SALA 18 PISO 27/F CENTRO COMERCIA HO KING CALLE FAYUEN 2-16, 18, KOWLOON, HONG  KONG, (86)13650272861, shippimg@boeindusty.com ",,,,HONG KONG,,,SANTA CRUZ DE LA SIERRA,8507600000,BATTERY PACK,,100.0,,12.68,72.63,,,"- S DVA IBERIA, S.L."
2025-12-15,菲律宾,中国,AGILE TECHNOLOGIES INC,HONG KONG ECOFLOW INNOVATION TECHNOLOGY LIMITED,LEVEL C 126 FMF BUILDING PIONEER STREET BRGY HIGHWAY HILLSMANDALUYONG 1550PHILIPPINES,,,,,CHINA,,,,85076039000,ECO FLOW RECHARGEABLE LI-ION BATTERY PACK EFDELTA3P-EB PD335-EB 5PCS,,5.0,UNKNOWN,48.1,1578.3786,TSW01S010798,,
2025-12-15,菲律宾,中国,AGILE TECHNOLOGIES INC,HONG KONG ECOFLOW INNOVATION TECHNOLOGY LIMITED,LEVEL C 126 FMF BUILDING PIONEER STREET BRGY HIGHWAY HILLSMANDALUYONG 1550PHILIPPINES,,,,,CHINA,,,,85076039000,ECO FLOW RECHARGEABLE LI-ION BATTERY PACK EFDELTAPROULTRA-BP-US EFYJ751 5PCS,,5.0,UNKNOWN,254.75,7155.3209,TSW01S010798,,
2025-12-14,孟加拉国,中国台湾,SARBAN IMPORT LIMITED,MERK LIFE SCIENCE PRIVATE LIMITED,"HOUSE-99, ROAD-11/A, DHANMONDI,", I,,,,TW,,,,85076000,BATTERY PACK LI-ION FOR MAS 100 NT,,10.0,,3.75,4802.74,,,
2025-12-12,赞比亚,中国,MOBILE CITY GENERAL DEALERS LIMITED,HIGGS ENERGY SYSTEM LIMITED,,,,,,China,Zambia,,,850760000000,ESE BATTERY PACK IPW-51100,,192.0,NMB,22966.4,195998.3869,SHZ7656448,,
2025-12-12,厄瓜多尔,中国,MEGAPROFER S A,ENTAL TECHNOLOGY CO PTE LTD,,,,,,CHINA,,,,8507600099,Lithium Ion battery pack,,40.0,PZA,14.8,360.569,,,EMTOP
2025-12-11,菲律宾,中国,CENTURY PINNACLE CORPORATION,GUANGZHOU XINFA IMPORT AND EXPORT,"37F 1439 CENTURY PEAK TOWER, M. ADRIATICO ST. COR. STA. MONICA ST.,ERMITA, MANILA 1000PHILIPPINES",,,,,CHINA,,,,85076090000,LITHIUM-ION BATTERY PACK FOR ENERGY STORAGE,,17.0,PIECE,10989.0,170025.6343,264773794,,
2025-12-10,菲律宾,中国香港,NAUTS AND VECTORS COMPANY INC,SHENZHEN JIANYUNSHIJI INTERNATIONAL,"ROOM 401 4TH FLOOR LCC MALL, ZIGA AVENUE, BRGY SAN JUANTABACO CITY ALBAY 4511PHILIPPINES",,,,,HONG KONG,,,,85076039000,EXTERNAL BATTERY (EUFY BRAND) EUFY 2600 MAH BATTERY PACK UNIVERSAL B2C-UN BLACK ITERATION 1,,2000.0,PIECE,450.0,2096.0072,210510554607,,
2025-12-09,孟加拉国,中国,SAIF ENTERPRISE,INGCO TOOLS CO LIMITED,"188, Jubilee Road; Kotwali PS;"," BUILDING 2,",,,,CN,,,,85076000,LITHIUM BATTERY PACK,,136.0,,43.11,40.8,,,
2025-12-09,菲律宾,中国,EPSON PRECISION PHILIPPINES INC,EPSON ENGINEERING SHENZHEN LTD,SEPZ LIMA TECHNOLOGY CENTERLIPA CITY BATANGAS 4217PHILIPPINES,,,,,CHINA,,,,85076090000,BATTERY PACK (METAL),,2200.0,PIECE,139.9,36325.6098,NEH65285010,,
2025-12-08,多民族玻利维亚国,中国,FORZA BOLIVIA S R L,EBIC TOOLS LIMITED,"DIOGENES LARA, SN, SARCO, COCHABAMBA, COCHABAMBA, BOLIVIA, 3375715,",", ROOM 501-504, BUILDING 4, NRO. 109 SOFTWARE AVENUE SOFTWARE AVENUE, 501-504,  NANJING PT, CHINA, (86)2552275196, fixtec@fixtectools.com ",,,,CHINA,,,COCHABAMBA,8507600000,PAQUETE DE BATERÍAS DE IONES DE LITIO,,40.0,,14.4,130.41,,,FIXTEC  SHAMA
2025-12-05,菲律宾,中国,TRIPLE ROX PLASTICWARE PRODUCTS,XIAMEN CONSTANCE ENERGY CO LTD,TRADING 30G2 PEARL OF THE ORIENT TOWER ROXAS BLVD ERMITAMANILA 1000PHILIPPINES,,,,,CHINA,,,,85076090000,386 CTNS STC LITHIUM ION BATTERY (2316 PIECES PACKED IN 386 CTNS),,2316.0,PIECE,18893.82,15065.5578,730510304113,,
2025-12-05,菲律宾,中国,TRIPLE ROX PLASTICWARE PRODUCTS,XIAMEN CONSTANCE ENERGY CO LTD,TRADING 30G2 PEARL OF THE ORIENT TOWER ROXAS BLVD ERMITAMANILA 1000PHILIPPINES,,,,,CHINA,,,,85076090000,1429 CTNS STC LITHIUM ION BATTERY (2858 PIECES PACKED IN 1429 CTNS),,2858.0,PIECE,26146.19,16427.724,730510308531,,
2025-12-04,巴拿马,中国,E&M DISTRIBUTION S A,SHENZHEN TOPWAY NEW ENERGY CO LTD,,,,,,CHINA,,,COLON FREE ZONE,850760000000,BATERIA DE LITIO CON INVERSOR (15kwh battery pack +6.5kw 120v/240v),,2.0,Unidad,392.58,3932.34,,,
2025-12-03,厄瓜多尔,中国,DP WORLD LOGISTICS DPWL S A,DSV AIR & SEA INC I,,,,,,CHINA,,,,8507600099,"RECHARGEABLE REPLACEMENT BATTERY PACK, CIM 6 (5 PCS)",,10.0,U,10.8,3196.63,,,MAERSK
2025-12-03,孟加拉国,中国,BANGLADESH PETROLEUM EXPLORATION AND PRODUCTION COMPANY LIMITED,XI AN GEOPHYSICAL PROSPECTING EQUIP,,,,,,CN,,,,85076000,BATTERY PACK,,4.0,,2.39,245.521,,,
2025-12-02,菲律宾,中国,SONY PHILIPPINES INCORPORATED,SONY DIGITAL PRODUCTS WUXI CO LTD,"UNIT B AND C 10TH FLR AND 11TH FLR. INOZA TOWER 40TH ST. BGC FORTBONIFACIO, TAGUIG CITY 1634PHILIPPINES",,,,,JAPAN,,,,85076090000,NP-FZ100//J1JCE 2675403 RECHARGEABLE BATTERY PACK (LITHIUM-ION),,220.0,UNKNOWN,18.19,7462.7815,GSFS251103981,,
2025-12-02,菲律宾,中国,RACTECH DRY GOODS TRADING,SHENZHEN FULUOYA INFORMATION TECHN,"COASTAL ROAD, SAN ROQUE, LAPASANCAGAYAN DE ORO 9000PHILIPPINES",,,,,CHINA,,,,85076090000,BATTERY PACKS (LIFEP04 12.8V100AH ),,180.0,PIECE,12901.0,19502.6912,261950558,,
2025-12-02,菲律宾,中国,SONY PHILIPPINES INCORPORATED,SONY DIGITAL PRODUCTS WUXI CO LTD,"UNIT B AND C 10TH FLR AND 11TH FLR. INOZA TOWER 40TH ST. BGC FORTBONIFACIO, TAGUIG CITY 1634PHILIPPINES",,,,,CHINA,,,,85076090000,NP-FW50//C3 ECN 2675356 RECHARGEABLE BATTERY PACK (LITHIUM-ION),,230.0,UNKNOWN,9.66,7374.8467,GSFS251103981,,
2025-12-01,刚果共和国[刚果（布）],中国,GO SHOP ENERGY,GEBRUDER WEISS CHINA LTD,,,,,,China,"Congo, Democratic Republic of the",,,850760000000,BATTERY PACK LIFE PO4 LITHIUM,,282.0,NMB,10000.0,150302.0645,MEDUKH871601,,
2025-12-01,厄瓜多尔,中国,FERREARMIJOS S A,SUZHOU TOLSEN TOOLS CO LTD,,,,,,CHINA,,,,8507600099,BATTERY PACK 4 0AH 80WH,,12.0,PZA,46.94,206.23,,,TOLSEN
2025-12-01,孟加拉国,中国,R AND D TRADE INTERNATIONAL,ZHANGJIAGANG LONGHAOYI TRADING CO,83/187; Hazi Badsha Mia Road;,",",,,,CN,,,,85076000,LITHIUM ION BATTERY PACK,,374.0,,24702.8,19660.0,,,
2025-11-29,越南,中国,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI CÔNG NGHIỆP VÀ XUẤT NHẬP KHẨU NEWTIMES,SVOLT ENERGY TECHNOLOGY CO LTD,"Lot L4-407, 4th Floor, Vincom Long Bien Shopping Mall, Vinhomes Riverside Urban Area, Phuc Loi Ward, Hanoi City","NO.8899, XINCHENG AVENUE, JINTAN DISTRICT, CHANGZHOU CITY, JIANGSU PROVINCE, CHINA, CN",,,,China,,,,85076033,"BAT32031000 (BAT32031000AD) - Bộ pin (battery pack) bằng ion liti 377.6V~430.7V; 162.5A, có thể sạc nhiều lần, dùng cho xe ô tô điện 7 chỗ (LIMO GREEN), mới 100%,BAT32031000 (BAT32031000AD) - battery pack (battery pack) by ion lithium 377.6 V~430.7 V; 162.5 A, can charge multiple times for electric cars 7 seaters (LIMO GREEN), 100% new",,36.0,Pieces,0.0,161165.88,,,
2025-11-29,越南,中国,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI CÔNG NGHIỆP VÀ XUẤT NHẬP KHẨU NEWTIMES,SVOLT ENERGY TECHNOLOGY CO LTD,"Lot L4-407, 4th Floor, Vincom Long Bien Shopping Mall, Vinhomes Riverside Urban Area, Phuc Loi Ward, Hanoi City","NO.8899, XINCHENG AVENUE, JINTAN DISTRICT, CHANGZHOU CITY, JIANGSU PROVINCE, CHINA, CN",,,,China,,,,85076033,"BAT32031000 (BAT32031000AD) - Bộ pin (battery pack) bằng ion liti 377.6V~430.7V; 162.5A, có thể sạc nhiều lần, dùng cho xe ô tô điện 7 chỗ (LIMO GREEN), mới 100%,BAT32031000 (BAT32031000AD) - battery pack (battery pack) by ion lithium 377.6 V~430.7 V; 162.5 A, can charge multiple times for electric cars 7 seaters (LIMO GREEN), 100% new",,36.0,Pieces,0.0,161165.88,,,
2025-11-29,乌克兰,中国,ТОВ САНРАЙЗ БУДЕНЕРГО,SHENZHEN NORTON NEW ENERGY TECHNOLOGY CO LTD,04111 М КИЇВ ВУЛ САЛЮТНА БУДИНОК 4А ОФІС 95, BUILDING 2 HUAQIARG CITY GARDEN PHASE I FUHAI STREET BAOAN DISTRICT,,,,КИТАЙ,,,,8507600000,АКУМУЛЯТОРИ ЕЛЕКТРИЧНІ ЛІТІЙ ІОННІ LIFEPO4 LITHIUM ION BATTEIRES 48 230 AH LIFEPO4 BATTERY PACK 51 2V 230АЧ LIFEPO4 ЗБІРКА В ПЛАСТИКОВОМУ КОРПУСІ АРТ LF 48 230 12 ШТ LITHIUM  ION BATTEIRES LI POL POUCH MODEL IMP10160230P58A 3 7V 58 5AH MANUFACTURED BY FARASIS ЛІТІЙ ПОЛІМЕРНІ 3 7V 58 5АЧ АРТ LI POL 3 7V 60AH 1200 ШТ ТОРГІВЕЛЬНА МАРКА CHALLENGER FARASIS ВИРОБНИК FARASIS SHENZHEN NORTON NEW ENERGY TECHNOLOGY CO LTD КРАЇНА ВИРОБНИЦТВА CN,,1212.0,ШТ,2066.5,31630.0,,,
2025-11-29,越南,中国,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI CÔNG NGHIỆP VÀ XUẤT NHẬP KHẨU NEWTIMES,SVOLT ENERGY TECHNOLOGY CO LTD,"Lot L4-407, 4th Floor, Vincom Long Bien Shopping Mall, Vinhomes Riverside Urban Area, Phuc Loi Ward, Hanoi City","NO.8899, XINCHENG AVENUE, JINTAN DISTRICT, CHANGZHOU CITY, JIANGSU PROVINCE, CHINA, CN",,,,China,,,,85076033,"BAT32031000 (BAT32031000AD) - Bộ pin (battery pack) bằng ion liti 377.6V~430.7V; 162.5A, có thể sạc nhiều lần, dùng cho xe ô tô điện 7 chỗ (LIMO GREEN), mới 100%,BAT32031000 (BAT32031000AD) - battery pack (battery pack) by ion lithium 377.6 V~430.7 V; 162.5 A, can charge multiple times for electric cars 7 seaters (LIMO GREEN), 100% new",,36.0,Pieces,0.0,161165.88,,,
2025-11-29,越南,中国,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI CÔNG NGHIỆP VÀ XUẤT NHẬP KHẨU NEWTIMES,SVOLT ENERGY TECHNOLOGY CO LTD,"Lot L4-407, 4th Floor, Vincom Long Bien Shopping Mall, Vinhomes Riverside Urban Area, Phuc Loi Ward, Hanoi City","NO.8899, XINCHENG AVENUE, JINTAN DISTRICT, CHANGZHOU CITY, JIANGSU PROVINCE, CHINA, CN",,,,China,,,,85076033,"BAT32031000 (BAT32031000AD) - Bộ pin (battery pack) bằng ion liti 377.6V~430.7V; 162.5A, có thể sạc nhiều lần, dùng cho xe ô tô điện 7 chỗ (LIMO GREEN), mới 100%,BAT32031000 (BAT32031000AD) - battery pack (battery pack) by ion lithium 377.6 V~430.7 V; 162.5 A, can charge multiple times for electric cars 7 seaters (LIMO GREEN), 100% new",,36.0,Pieces,0.0,161165.88,,,
2025-11-29,越南,中国,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI CÔNG NGHIỆP VÀ XUẤT NHẬP KHẨU NEWTIMES,SVOLT ENERGY TECHNOLOGY CO LTD,"Lot L4-407, 4th Floor, Vincom Long Bien Shopping Mall, Vinhomes Riverside Urban Area, Phuc Loi Ward, Hanoi City","NO.8899, XINCHENG AVENUE, JINTAN DISTRICT, CHANGZHOU CITY, JIANGSU PROVINCE, CHINA, CN",,,,China,,,,85076033,"BAT32031000 (BAT32031000AD) - Bộ pin (battery pack) bằng ion liti 377.6V~430.7V; 162.5A, có thể sạc nhiều lần, dùng cho xe ô tô điện 7 chỗ (LIMO GREEN), mới 100%,BAT32031000 (BAT32031000AD) - battery pack (battery pack) by ion lithium 377.6 V~430.7 V; 162.5 A, can charge multiple times for electric cars 7 seaters (LIMO GREEN), 100% new",,36.0,Pieces,0.0,161165.88,,,
2025-11-29,越南,中国台湾,CÔNG TY TNHH COMPAL VIỆT NAM,COMPAL ELECTRONICS INC,"Ba Thien Industrial Zone, Binh Tuyen Commune, Phu Tho Province, Vietnam.","581 & 581-1, RUIGUANG RD., NEIHU DIST., TAIPEI CITY, 11492 TAIWAN (R.O.C.), TW",,,,Null,,,,85076031,"GC02003FS1L#&Bộ Pin lithium-ion, Lithium-ion battery, dùng cho máy tính xách tay, dung lượng: 4000mAh P/N: GC02003FS1L (01W6F). Hàng mới 100%,GC02003FS1L#&amp;Battery packs, lithium-ion, Lithium-ion battery used for laptops, capacity: 4000mAh P/N: GC02003FS1L (01W6F). 100% brand new",,1176.0,Pieces,0.0,22932.0,,,
2025-11-29,越南,中国台湾,CÔNG TY TNHH COMPAL VIỆT NAM,COMPAL ELECTRONICS INC,"Ba Thien Industrial Zone, Binh Tuyen Commune, Phu Tho Province, Vietnam.","581 & 581-1, RUIGUANG RD., NEIHU DIST., TAIPEI CITY, 11492 TAIWAN (R.O.C.), TW",,,,Null,,,,85076031,"GC02003G31L#&Bộ Pin lithium-ion, model:W8YWH, Lithium-ion battery,Dùng cho máy tính xách tay, dung lượng: 4700mAh P/N: GC02003G31L (RF5VP). Hàng mới 100%,GC02003G31L#&amp;Battery packs, lithium-ion, model:W8YWH, Lithium-ion battery Used for laptops, capacity: 4700mAh P/N: GC02003G31L (RF5VP). 100% brand new",,33348.0,Pieces,0.0,849040.08,,,
2025-11-29,越南,中国,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI CÔNG NGHIỆP VÀ XUẤT NHẬP KHẨU NEWTIMES,SVOLT ENERGY TECHNOLOGY CO LTD,"Lot L4-407, 4th Floor, Vincom Long Bien Shopping Mall, Vinhomes Riverside Urban Area, Phuc Loi Ward, Hanoi City","NO.8899, XINCHENG AVENUE, JINTAN DISTRICT, CHANGZHOU CITY, JIANGSU PROVINCE, CHINA, CN",,,,China,,,,85076033,"BAT32031000 (BAT32031000AD) - Bộ pin (battery pack) bằng ion liti 377.6V~430.7V; 162.5A, có thể sạc nhiều lần, dùng cho xe ô tô điện 7 chỗ (LIMO GREEN), mới 100%,BAT32031000 (BAT32031000AD) - battery pack (battery pack) by ion lithium 377.6 V~430.7 V; 162.5 A, can charge multiple times for electric cars 7 seaters (LIMO GREEN), 100% new",,36.0,Pieces,0.0,161165.88,,,
