packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
519,20251231,H-0339-2026,Silvestri Sweets Inc dba Carousel Candies,Terminated,Class I,Food,"Choceur Cookie Butter Holiday Bark. Standup Pouch Bag. 5 oz. (142g). UPC: 4069365095690. Wholesale unit is
split case, with 9 of each item per case.",Undeclared pecan,The recalled items were distributed nationwide through Aldi grocery stores.,Lot #: 29225 Best By 05/2026  Lot #: 28525  Best By 05/2026 Lot #: 29925  Best By 05/2026 Lot #: 30625  Best By 06/2026
520,20251231,H-0334-2026,First & Last Tavern,Ongoing,Class II,Food,"First & Last Tavern Traditional Pasta Sauce (meat flavored) 26 FL OZ (1 lb., 10 oz) 737g",May be contaminated with Clostridium botulinum,"CT, MA",Expiration/Use By: 09/26
521,20251231,H-0342-2026,"A New Life Herbs, LLC",Ongoing,Class II,Food,"Baby Soothe Herbal Supplement, Promotes rest, helps ease colic, upset stomach, and teething discomfort,
Contains: Catnip, Chamomile, Vegetable Glycerin, water; packaged in a 2 oz. glass dropper bottle",Unapproved drug claims on product labeling and product misbranded due to no Supplement Facts label,"AL, AZ, CA, GA, IL, IN, MN, MO, MS, NC, NY, TN",E164BS EXP 1/27 E128BS EXP 7/26
522,20251231,H-0341-2026,"A New Life Herbs, LLC",Ongoing,Class II,Food,"Baby Allergy Herbal Supplement, Contains: Echinacea Purpurea, Oregon Grape Root, Dandelion & Burdock Root,
Fenugreek, Ginger Root in vegetable glycerin; packaged in a 2 oz. glass dropper bottle, UPC 249953949282",Unapproved drug claims on product labeling and product misbranded due to no Supplement Facts label,"AL, AZ, CA, GA, IL, IN, MN, MO, MS, NC, NY, TN",E166SA EXP 4/28
523,20251224,H-0328-2026,CELEBRATION HERBALS US,Terminated,Class II,Food,"Celebration Herbals Senna Leaf Herbal Tea 24 Teabags, net wt. 1.48oz. UPC 628240201829",possible salmonella,"FL, IN, MA, MI, MS, NY, PR, WI",Lot code: 251004 BB: 2028-Oct-29
524,20251224,H-0325-2026,"The Whole Herb Company, Inc.",Ongoing,Class I,Food,"SENNA LEAVES F/C OG Item No: SEN15001 Net Wt: 44.75 Lbs Distributed By Whole Herb Company 19800 8th Street
East, Sonoma, CA 95476 UPC 10031 44312",Potential contamination with Salmonella.,"U.S. Distribution: CA, NJ Foreign Distribution: Canada",Lot No: 003279ST
525,20251224,H-0308-2026,"The New York Milk Bank, Inc.",Terminated,Class II,Food,"Pasteurized Donor Human Milk in 4 ounce/120 ml clear plastic bottles.  The bottles have a foil seal and are
capped with a green lid. Bottle size:  120ml",Foreign object,NY,"Batch number:  14559-01,  Product type:  Term milk,  Expiration Date:  5/12/26"
526,20251224,H-0312-2026,"MAMTAKIM, Inc.",Terminated,Class I,Food,"Belevini BICHKI, Dried Salted Whole Smelts, Net. Weight, 5.29 oz (150 g) VACUUM PACK,20 PACKAGES PER CASE,
FROZEN, REFRIGERATE AFTER OPENING",Clostridium botulinum (uneviscerated fish),"The adulterated product was distributed to the following states: NY, TX, PA, NJ, FL.","PRODUCT NUMBER: LL0321, BAR CODE: 0754684899008"
527,20251224,H-0364-2026,Dough-To-Go Inc,Ongoing,Class II,Food,"Linzer Hearts Baked Cut Out Cookies UPC 0 44964 22072 2 72 - 4.0 oz Cut Cookies CBB-220-LZ Net Weight: 18 lbs
Ingredients: Enriched flour (bleached WHEAT flowr, malted barley flour, niacin, iron, thaimine mononitrate,
riboflavin, folic acid), butter (pasteurized cream (MILK), salt), granulated sugar, EGGS (whole EGGS, citric
acid), raspberry filling (raspberries, corn syrup, sugar, water, contains 2% or less of the following, pectin,
citric acid, guar gum, calcium chloride, potassium sorbate (preservative), natural flavor, Red 40, Blue 1),
vanilla. Contains: Wheat, Eggs, Milk May contain tree nuts, peanuts, and soy Dough-to-Go, Inc Santa Clara, CA
95054",Undeclared Milk and FD&C Blue #1.,U.S. Distribution: TN,"Lots: 30924, 31024, 31224, 31624, 34124, 34424, 34524, 34624, 34724, 34824, 35124, 35224, 35324, 35424, 35524, 35824, 00224, 00625, 00725, 00825, 00925, 01025, 01325, 01425, 01525, 01625, 01725, 04325, 07625, 07725, 07725, 07925, 08325, 08425, 08526, 08526, 09225, 09325, 09425, 11425, 11825, 11925, 12025, 12125, 12525, 12525, 12625, 12725, 12825, 13225, 13325, 13425, 13525, 13925, 14025, 14125, 14225, 14725, 14825, 14925, 17825, 18125, 18225, 18325, 18425, 19625, 19725, 19825, 20225, 20325, 20525, 20925, 22025, 22325, 23225, 23325, 23425, 23825, 23925, 24025, 24125, 26125, 26125, 26725, 26825"
528,20251224,H-0309-2026,Lexunder Inc,Terminated,Class I,Food,"Food to Live brand ORGANIC MORINGA LEAF POWDER, packaged heat-sealed, resealable stand-up pouches in 8 oz, 1
lb., 2 lb., 4 lb., 8 lb., 16 lb., and 44 lb. bags; Ingredients: ORGANIC MORINGA LEAF POWDER;   UPC:  8 oz -
840374833268 1 lb. - 840374812881 2 lb. - 840374813109 4 lb. - 840374810283 8 lb. - 840374833275 12 lb. -
840374812898 16 lb. - 840374812904 44 lb. - 840374833282",Contaminated with Salmonella,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, GU, HI, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, NJ, NM, NV, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI",lot codes starting with SO-69006 and ending with SO-72558
529,20251224,H-0311-2026,"MAMTAKIM, Inc.",Terminated,Class I,Food,"Belevini KORUSHKA, Dried Salted Whole Smelts, Net. Weight, 5.29 oz (150 g) VACUUM PACK, 20 PACKAGES PER CASE,
FROZEN, REFRIGERATE AFTER OPENING",Clostridium botulinum (uneviscerated fish),"The adulterated product was distributed to the following states: NY, TX, PA, NJ, FL.","PRODUCT NUMBER: LL0320, BAR CODE: 0754684898995"
530,20251224,H-0313-2026,Good Way Trading Group Inc,Ongoing,Class II,Food,"BaiLiFeng Dried Cinnamon Powder; Net Wt 4 oz/114G; Good Way Trading Group Inc 58-51 Maspeth Avenue Maspeth NY
11378; Product of China; Ingredients: Dried Cinnamon; UPC code: 4 897055 79940 1",contains high levels of lead (10.7 mg/kg),MA,Best by date: EXP.11.12.2026 ; Item 37514
531,20251224,H-0306-2026,Shata Traders Inc.,Terminated,Class II,Food,Chef brand Milk Pan 24cm,Products found to contain leachable lead levels (3.00 mg/L),"NY, NJ, CT, MA, MD, VA PA",No codes
532,20251224,H-0310-2026,Lexunder Inc,Terminated,Class I,Food,"Food to Live brand ORGANIC SUPERGREENS POWDER MIX, packaged heat-sealed, resealable stand-up pouches in 8 oz,
1 lb., 1.5 lb., 3 lb., 6 lb., 12 lb.; Ingredients: ORGANIC KALE; ORGANIC MORINGA LEAF; ORGANIC WHEAT GRASS;
ORGANIC SPIRULINA  UPC:   8 oz. - 810097461475 1 lb. - 810097461482 1.5 lb. - 810097461499 3 lb. -
810097461505 6 lb. - 810097461512 12 lb. - 810097461529",Contaminated with Salmonella,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, GU, HI, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, NJ, NM, NV, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI",lot codes starting with SO-69006 and ending with SO-72558
533,20251224,H-0307-2026,"Hollandia Dairy, Inc.",Terminated,Class II,Food,"Hollandia Dairy, Inc. 100% Appleberry Juice; Half Pint (236mL). UPC: 0 27495 03679 6","100% Appleberry Juice contaminated with cleaning solution, Peracetic Acid.","Various schools in San Bernardino, Highland, Romoland, Menifee, Winchester, Hemet, Fontana, and Camp Pendleton.",Nov 28
534,20251217,H-0270-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,"Deep-brand Select Bhindi Cut Okra KEEP FROZEN a) Net Wt. 12 oz (340 g); b) Net Wt. 1 LB 8 oz. (24 oz.) (680
g); c) Net Wt. 2 LB (907 g)",Product tested positive Salmonella .,United States,"Lot: a) 25008, 25020, 25027, 25036, 25044, 25049, 25086, 25099, 25118, 25121, 25122, 25132, 25134, 25170, 25063, 25071, 25083; b)25003, 25030, 25044, 25053, 25085, 25099, 25118, 25120, 25122, 25132, 25149, 25164, 25198; c) 24362, 25010, 25027, 25044, 25079, 25099, 25140, 25150, 25156, 25190"
535,20251217,H-0286-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Peas and Carrots KEEP FROZEN Net Wt. 2 LB (907 g),Product tested positive Salmonella .,United States,"Lots: 25006, 25035, 25044, 25072, 25080, 25104, 25114, 25140, 25167"
536,20251217,H-0272-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand Indian Kitchen Quick Cubes Ready For Cooking Green Chili of India Net Wt. 10 oz. (283 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 25020, 25021"
537,20251217,H-0284-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Mixed Vegetables 4 way KEEP FROZEN a) Net Wt. 3.85 LB. (1.75 kg); b) Net Wt. 2 LB (907 g),Product tested positive Salmonella .,United States,"Lots: a) 24354, 25001, 25032, 25035, 25068, 25099, 25100, 25122, 25133, 25160, 25195; b) 25001, 25020, 25032, 25044, 25072, 25080, 25099, 25122, 25133, 25167, 25198"
538,20251217,H-0251-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand Premium Select Baby Bhindi KEEP FROZEN Net Wt. 12 oz (340 g),Product tested positive Salmonella .,United States,"Lot: 24536, 25007, 25035, 25053, 25078, 25081, 25132, 25163, 25193"
539,20251217,H-0292-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Tapioca (Cassava) Diced KEEP FROZEN Net Wt. 12 oz. (340 g),Product tested positive Salmonella .,United States,"Lots: 24354, 25023, 25045, 25071, 25086, 25095, 25142"
540,20251217,H-0285-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Sweet Corn KEEP FROZEN Net Wt. 2 LB (907 g),Product tested positive Salmonella .,United States,"Lots: 25011, 25021, 25043, 25078, 25087, 25099, 25104, 25128, 25170, 25198"
541,20251217,H-0281-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Garlic Cloves Net Wt. 12 oz. (340 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 25045, 25071, 25106, 25142"
542,20251217,H-0238-2026,Kosher First LLC,Ongoing,Class III,Food,Shloimy's Heimishe Matjes Herring packaged in 7oz plastic container,Undeclared FD&C Red #40,New York,Batch Code: 0103
543,20251217,H-0245-2026,JR Simplot Company,Terminated,Class II,Food,"Simplot¿ Traditional Reduced Sodium Tater Gems¿ , formed frozen potatoes, 6/5lb bags per case, foodservice
item, master case UPC 100 71179 00418 9.  Distributed by Simplot Global Food, LLC, P.O. Box 9386, Boise, ID
83707",Plastic fragments. Pieces of semi-rigid plastic embedded in the recalled Tater Gems product.,"Distributed in AR, CT, GA, IA, IL, IN, KY, LA, MI, MN, MS, NC ND, OH, OK, TN, TX, VA and WI.",Lot Code: 087 FEB 16 25 1  Lot Interpretation: 087 - Production Facility FEB - Production Month 16 - Production Date 25 - Production Year 1   Line of Production
544,20251217,H-0324-2026,Moonlight Packing Corporation,Ongoing,Class I,Food,Sticker label (for Loose Bulk - peppermint peaches): 4401,Potential contamination with Listeria monocytogenes.,"Domestic: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, MT, NC, NE, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, WY  Foreign: Canada, Mexico","Lots: 01PCLC, 03PCAF, 106PCLF, 113PCAF, 113PCLF, 129PCLF, 134PCLF, 142PCLF, 150PCLF, 151PCLF, 159PCABA, 159PCABB, 159PCPG10, 20, 22PCAB, 22PCPG10A, 22PCPG10B, 22PCP8A, 22PCPG8B, 22PCPG8C, 23, 25, 30PCEN, 40LT, 40YP#3, 44PCLC, 44PCLCB, 45, 51PCLC, 51PCLCB, 86PCAF, 69PWPR, 79PWPRT"
545,20251217,H-0301-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand Indian Kitchen Quick Cubes READY FOR COOKING Garlic of India KEEP FROZEN Net Wt. 10 oz. (283 g),Product tested positive Salmonella .,United States,"Lots: 25042, 25091, 25092, 25105, 25122, 25132, 25133"
546,20251217,H-0296-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Falsa KEEP FROZEN Net Wt. 12 oz. (340 g),Product tested positive Salmonella .,United States,"Lots: 25004, 25034, 25049, 25121, 25143, 25150, 25171, 25185"
547,20251217,H-0319-2026,Moonlight Packing Corporation,Ongoing,Class I,Food,"UPC 8 98429 00266 4 Peppermint Peach PROUCE OF U.S.A. 4 COUNT MIN. WT. 2.25 LBS MOONLIGHT PACKING CORPORATION REEDLEY, CA 93654",Potential contamination with Listeria monocytogenes.,"Domestic: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, MT, NC, NE, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, WY  Foreign: Canada, Mexico","Lots: 01PCLC, 03PCAF, 106PCLF, 113PCAF, 113PCLF, 129PCLF, 134PCLF, 142PCLF, 150PCLF, 151PCLF, 159PCABA, 159PCABB, 159PCPG10, 20, 22PCAB, 22PCPG10A, 22PCPG10B, 22PCP8A, 22PCPG8B, 22PCPG8C, 23, 25, 30PCEN, 40LT, 40YP#3, 44PCLC, 44PCLCB, 45, 51PCLC, 51PCLCB, 86PCAF, 69PWPR, 79PWPRT"
548,20251217,H-0265-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand Select Tindora Net Wt. 12 oz. (340 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 24353, 24360, 25011, 25031, 25035, 25049, 25080, 25084, 25091, 25106, 25113, 25116, 25142, 25145, 25149, 25168, 25171"
549,20251217,H-0260-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand Premium Select Tuvar Lilva Net Wt. 1 LB 8 oz. (24 oz.) (680 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 24359, 24363, 25002, 25007, 25029, 25052, 25069, 25086, 25090, 25095, 25100, 25106, 25107, 25108, 25189"
550,20251217,H-0273-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Hot Green Chillies Net Wt. 12 oz. (340 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 25008, 25031, 25038"
551,20251217,H-0315-2026,Moonlight Packing Corporation,Ongoing,Class I,Food,"UPC 8 10248 03087 1 Peppermint Peach WHITE PEACHES READY TO EAT FROM CALIFORNIA PRODUCE OF U.S.A. NET WT. 4
LBS. MOONLIGHT PACKING CORP. REEDLEY, CALIFORNIA 93654  UPC 8 10248 03163 2 Peppermint Peaches WHITE PEACHES
READY TO EAT FROM CALIFORNIA PRODUCE OF U.S.A. NET WT. 4 LBS. MOONLIGHT PACKING CORP. REEDLEY, CALIFORNIA
93654",Potential contamination with Listeria monocytogenes.,"Domestic: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, MT, NC, NE, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, WY  Foreign: Canada, Mexico","Lots: 01PCLC, 03PCAF, 106PCLF, 113PCAF, 113PCLF, 129PCLF, 134PCLF, 142PCLF, 150PCLF, 151PCLF, 159PCABA, 159PCABB, 159PCPG10, 20, 22PCAB, 22PCPG10A, 22PCPG10B, 22PCP8A, 22PCPG8B, 22PCPG8C, 23, 25, 30PCEN, 40LT, 40YP#3, 44PCLC, 44PCLCB, 45, 51PCLC, 51PCLCB, 86PCAF, 69PWPR, 79PWPRT"
552,20251217,H-0274-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Fansi Cut French Beans Net Wt. 12 oz. (340 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 24358, 25018"
553,20251217,H-0239-2026,HUDSON RIVER FOODS CORP,Terminated,Class I,Food,Doughy brand Chocolate Chip Cookie Dough; 12 oz,Product may be contaminated with Salmonella,"TX,NY,PA,FL,NJ,IL,MT,CA,MA,OH,AZ,OR,NC,MD,CO","Best By/Expiration Date: July 4, 2026"
554,20251217,H-0316-2026,Moonlight Packing Corporation,Ongoing,Class I,Food,"UPC 8 98429 00209 1 PEACHES PRODUCE OF U.S.A. NET WT 2 LB (32 OZ) 907 g DISTRIBUTED BY MOONLIGHT PACKING CORP.
REEDLEY, CALIFORNIA 93654  UPC 0 11110 18174 9 PEACHES PRODUCE OF USA NET WT 32 OZ (2 LB) 907g DISTRIBUTED BY
THE KROGER CO. CINCINNATI, OHIO 45202",Potential contamination with Listeria monocytogenes.,"Domestic: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, MT, NC, NE, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, WY  Foreign: Canada, Mexico","Lots: 01PCLC, 03PCAF, 106PCLF, 113PCAF, 113PCLF, 129PCLF, 134PCLF, 142PCLF, 150PCLF, 151PCLF, 159PCABA, 159PCABB, 159PCPG10, 20, 22PCAB, 22PCPG10A, 22PCPG10B, 22PCP8A, 22PCPG8B, 22PCPG8C, 23, 25, 30PCEN, 40LT, 40YP#3, 44PCLC, 44PCLCB, 45, 51PCLC, 51PCLCB, 86PCAF, 69PWPR, 79PWPRT"
555,20251217,H-0294-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Green Garlic KEEP FROZEN Net Wt. 12 oz. (340 g),Product tested positive Salmonella .,United States,"Lots: 24363, 25003, 25007, 25017, 25028, 25039, 25064, 25071, 25095, 25105, 25111, 25126, 25151, 25157"
556,20251217,H-0277-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand PREMIUM Select Dum Aloo (Cooked) Net Wt. 12 oz. (340 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 24355, 25008, 25042, 25066, 25105, 25127"
557,20251217,H-0244-2026,"India's Fine Foods, Inc.",Ongoing,Class II,Food,3 B Cookware 6,Potential contamination due to leachable lead.,"U.S. Distribution: CA, WA",UPC: 0884964119844
558,20251217,H-0261-2026,CHETAK NEW YORK LLC,Terminated,Class I,Food,Deep-brand Premium Select Suran Net Wt. 12 oz. (340 g) KEEP FROZEN,Product tested positive Salmonella .,United States,"Lot: 25002, 25005, 25024, 25030, 25043, 25051, 25064, 25076, 25093, 25098, 25108, 25129, 25144, 25173, 25180, 25198"
