packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
1011,20250820,H-0448-2025,GMP Laboratories of America Inc,Terminated,Class III,Food,"Lithium Orotate, Weyland Brain Nutrition ; 60 vegetarian capsules, Dietary Supplement; Distributed by Enjoy
Nutirtion, LLC.  San Francisco, CA 94108, (415) 894-0537  2.5 mg UPC#: X001SBI13J 5 mg UPC#: X000PY16Z5 10 mg
UPC#: X000T9B9B7 20 mg UPC#: X001VBLW8H 1000 MCG UPC#: X003SBV661",Downstream recall of a dietary supplement ingredient that was manufactured out of specification.,Distribution was to a single customer who received product in California and Oklahoma.,"2.5mg Lot #: 21166, 21640, 21821, 22281, 22757  Expire date: 11/2025, 09/2026, 05/2027, 02/2028  5 mg Lot#: 21123, 21300, 21498, 21783, 21994, 22218, 22299, 22457, 22718 Expire date: 10/2025, 05/2026, 08/2026, 01/2027, 04/2027, 05/2027, 08/2027, 02/2028  10mg Lot#: 21107, 21181, 21288, 21371, 21499, 21695, 21993, 22105, 22200, 22399, 22556, 22650, 22736 Expire date: 10/2025, 12/2025, 02/2026, 03/2026, 05/2026, 07/2026, 01/2027, 01/2027, 03/2027, 07/2027, 10/2027, 01/2028, 02/2029  20mg Lot#: 21301, 21505, 21911, 22106, 22257, 22397, 22557, 22918 Expire date: 02/2026, 05/2026, 10/2026, 05/2027, 07/2028, 10/2027, 04/2028  1000 MCG Lot#: 21442, 22647 Expire date: 05/2025, 01/2027"
1012,20250820,H-0539-2025,"Reser's Fine Foods, Inc.",Terminated,Class I,Food,"Signature Cafe Premium Tuna Salad, net wt. 3lb (48oz). Foodservice item to be used by deli. Product is
packaged in clear plastic tub with printed white lid. Keep Refrigerated.    Distributed by Lucerne Foods, PO
Box 99, Pleasanton, CA.   UPC on 3lb. TUB: 71117 06036  GTIN on Master Case (2/3# per case): 10071117060369","Tuna Salad products are recalled due to potential contamination with Listeria monocytogenes
because products containing Newly Weds Foods  recalled Japanese Style Breadcrumbs.","Distributed in AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, ND, NE, NH, NJ, NM, NY, OH, OK, PA, TN, TX, VA, and WI.",Lot 1420043298 Use By: AUG/17/25 Lot 1420047265 Use By: AUG/24/25
1013,20250820,H-0454-2025,"Shang Hao Jia, Inc",Terminated,Class III,Food,"Soda Biscuit (Sea Salt Fresh Milk Flavor), Net Wt: 360g/12.07oz; Shelf life: 10 months; Manufacturer: Zhejiang
Dinggian Industrial Co., Ltd. Importer: Shang Hao Jia., Inc. UPC: 6 970425 865031","Various snack cracker products are mislabeled and do not declare all allergen ingredients (Whole
Milk Powder and wheat).",6 wholesale supermarket distributors locate in California.,best by date is lot number 20241023
1014,20250820,H-0474-2025,Albertsons Companies LLC,Terminated,Class I,Food,READY MEALS QUAD TUNA SALAD,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 17 25; Jul 18 25; Jul 19 25; UPC: 21500300000
1015,20250820,H-0490-2025,"The Bonami Baking Company, Inc.",Ongoing,Class II,Food,"Cheddar Bagel --- Ingredient Declaration: Harvest King Flour, All purpose flour, kosher salt, light brown
sugar, yeast, water, malt, cheddar cheese --- The Bonami Baking Company",Undeclared wheat and milk from sub-ingredients.,CA,USE BY: 7/20/25 through 7/20/26
1016,20250820,H-0453-2025,"Shang Hao Jia, Inc",Terminated,Class III,Food,"Soda Biscuit (Rye Flavor), Net Wt: 360g/12.07oz; Shelf life: 10 months; Manufacturer: Zhejiang Dinggian
Industrial Co., Ltd. Importer: Shang Hao Jia., Inc. UPC: 6 970425 865055","Various snack cracker products are mislabeled and do not declare all allergen ingredients (Whole
Milk Powder and wheat).",6 wholesale supermarket distributors locate in California.,best by date is lot number 20241023
1017,20250820,H-0499-2025,Dollar General Corporation,Terminated,Class II,Food,"Clover Valley Instant Coffee, NET WT 8 OZ (227 g), packaged in a glass jar, packed 6 jars per case, UPC:
876941004069, Distributed By Old East Main Co. 100 Mission Ridge Goodlettsville, TN 37072",Potential presence of glass pieces,"AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",BEST BEFORE: 12/12/26 Lot: 5163 BEST BEFORE: 12/13/26 Lot: 5164 BEST BEFORE: 12/14/26 Lot: 5165
1018,20250820,H-0497-2025,QST Ingredients and Packaging,Terminated,Class II,Food,Lemon Pepper Seasoning (Tarantino) NET WT: 50 lb UPC (QST# 6402),Product may contain small metal fragments due to contaminated onion powder ingredient used in manufacturing.,Product was distributed to 4 different customers who either use recalled finished product for ingredient in further processing or repack for retail sales.  4 customers are located in Southern California with the remaining customer in Texas.,Lot Number: 118251
1019,20250820,H-0450-2025,"Jagpreet Enterprises, LLC. dba Sukhi's Gourmet Indian Foods",Terminated,Class II,Food,"Sukhi's TIKKA MASALA CURRY PASTE, Net Wt. 2.5 LBS, ITEM # 11-105, UPC 7-67226-01005-2, SUKHI'S GOURMET INDIAN
FOODS HAYWARD, CA 94545",Potential contamination with foreign objects (metal pieces).,"AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, LA, MA, MD, MI, MN, MO, NC, NJ, NM, NV, NW, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI",Lot #: 120995; 121085; 121452; 121531; 122378; 122586; 123970; Use by: 04/18/26; 04/21/26; 06/17/26; 06/18/26; 08/26/26; 09/07/26; 11/16/26
1020,20250820,H-0445-2025,"Enjoy Nutrition, LLC; dba Weyland Brain Nutrition",Terminated,Class III,Food,"Lithium Orotate, 10MG, Distributed by Enjoy Nutrition, LLC. UPC#: 702730894033, 702730894057","Under potency / misbranding: product fails to meet labeled lithium orotate potency. (Downstream
recall) from supplier of ingredient.","Distribution includes Amazon, Excel 3PL and Encore Fulfillment. Nationwide",Lot#: 21107; 21181; 21288; 21371; 21499; 21695; 21993; 22105; 22200; 22399; 22556; 22650; 22736; 23015; 23016
1021,20250820,H-0488-2025,"The Bonami Baking Company, Inc.",Ongoing,Class II,Food,"Whole Wheat Chocolate Croissants --- Ingredients: Whole White Wheat Flour, Enriched Wheat Flour (Unbleached
Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin, Folid Acid)
Water, Sugar, Dried Whey, Salt, Yeast, Chocolate Chips (Sugar, Chocolate, Cocoa Butter, Milkfat, Soy Lecithin,
Vanillin, Artificial Flavor, Milk) --- Contains: MILK, WHEAT --- FROZEN --- Net weight: 27.00 LBS. (3 oz./144
Count)144/cs --- Produced by The Bonami Baking Company",Undeclared milk and soy (from soy lecithin) from sub-ingredients.,CA,USE BY: 7/20/25 through 7/20/26
1022,20250820,H-0498-2025,QST Ingredients and Packaging,Terminated,Class II,Food,Cajun Seasoning (Taratino) NET WT: 50 lb Usage: 13.80 LBS for 300 LBS of Meat UPC (QST# 4546),Product may contain small metal fragments due to contaminated onion powder ingredient used in manufacturing.,Product was distributed to 4 different customers who either use recalled finished product for ingredient in further processing or repack for retail sales.  4 customers are located in Southern California with the remaining customer in Texas.,Lot# 118251
1023,20250820,H-0466-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,La Michoacana Variety Paletas 16-Count 44oz UPC:7-67778-03100-0,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 3/14/2027 and 3/16/2027
1024,20250820,H-0470-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,Helados Mexico Choco Dipped Minis Variety Paletas 12-Count 18oz UPC: 6-82082-41215-7,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 12/17/2026 - 6/15/2027
1025,20250820,H-0482-2025,Albertsons Companies LLC,Terminated,Class I,Food,Randalls PREMIUM TUNA SALAD,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 17 25; Jul 18 25; Jul 19 25; Jul 24 25; Jul 25 25; Jul 26 25; Jul 27 25; Jul 28 25; Jul 29 25; UPC: 21228800000
1026,20250820,H-0461-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,La Michoacana Bubble Gum Single Serve Paleta 3.75oz UPC: 7-67778-00003-7,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 4/7/2027 - 4/19/2027
1027,20250820,H-0468-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,Helados Mexico Minis Variety Paletas 12-Count 18oz UPC: 6-82082-11215-6,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 5/29/2026 - 06/24/2027
1028,20250820,H-0483-2025,Albertsons Companies LLC,Terminated,Class I,Food,Randalls MINI SALAD CROISSANT 16 INCH TRAY,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 16 25; Jul 17 25; Jul 18 25; Jul 23 25; Jul 24 25; Jul 25 25; Jul 26 25; Jul 27 25; Jul 28 25; UPC: 27841300000
1029,20250820,H-0489-2025,"The Bonami Baking Company, Inc.",Ongoing,Class II,Food,"Wheat Hamburger Buns --- Ingredient Declaration: Water, Whole Wheat Flour, Enriched Wheat Flour (Unbleached
Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate (Vitamin B1) Riboflavin (Vitamin B2),
Folic Acid) Eggs, Butter (Pasteurized Cream, Natural Flavorings), Sugar, Water, Dried Whey, Salt, Yeast ---
Contains Allergen: Wheat --- Heating Instructions: Remove Buns from freezer and defrost in refrigerator. Serve
at room temperature or toast bun for 3-5 minutes in 350-degree oven for optimal flavor. --- Net weight: 27.00
LBS. (12 ct / 12 pkgs) --- The Bonami Baking Co.",Undeclared milk and/or eggs from sub-ingredients and/or Contains statement.,CA,USE BY: 7/20/25 through 7/20/26
1030,20250820,H-0486-2025,Albertsons Companies LLC,Terminated,Class I,Food,Randalls SALAD SANDWICH 16 INCH TRAY,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 16 25; Jul 17 25; Jul 18 25; Jul 23 25; Jul 24 25; Jul 25 25; Jul 26 25; Jul 27 25; Jul 28 25; UPC: 27841400000
1031,20250820,H-0475-2025,Albertsons Companies LLC,Terminated,Class I,Food,READY MEALS TUNA SALAD,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 17 25; Jul 18 25; Jul 19 25; UPC: 29486900000
1032,20250820,H-0478-2025,Albertsons Companies LLC,Terminated,Class I,Food,READY MEALS PREMIUM TUNA SALAD,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 17 25; Jul 18 25; Jul 19 25; Jul 24 25; Jul 25 25; Jul 26 25; Jul 27 25; Jul 28 25; Jul 29 25; UPC: 21425000000
1033,20250820,H-0425-2025,Superior Foods Company,Terminated,Class II,Food,Park Street Deli Cinnamon Bun Dessert Dip Net WT 7oz. in plastic tub UPC 4061462440151,foreign material (plastic),nationwide,Lot 16225 Sell by 11-08-25
1034,20250820,H-0491-2025,"The Bonami Baking Company, Inc.",Ongoing,Class II,Food,"Chocolate Croissants --- Ingredients: HARVEST KING FLOUR, Butter, Water, Sugar, Yeast, Salt, Chocolate Chips
(Sugar, Chocolate, Butter","Undeclared wheat, milk, and soy (from soy lecithin) from sub-ingredients.",CA,USE BY: 7/20/25 through 7/20/26
1035,20250820,H-0451-2025,"Jagpreet Enterprises, LLC. dba Sukhi's Gourmet Indian Foods",Terminated,Class II,Food,"Sukhi's, CLASSIC CURRY INDIAN CURRY SAUCE, NET WT 3 OZ., UPC 7-67226-00165-4, DISTRIBUTED BY: SUKHI'S GOURMET
INDIAN FOODS 25823 CLAWITER ROAD, HAYWARD, CA 94545 USA",Potential contamination with foreign objects (metal pieces).,"AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, LA, MA, MD, MI, MN, MO, NC, NJ, NM, NV, NW, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI",Lot #: 121203; 121418; 122714; Use by: 04/17/26; 06/11/26; 09/03/26
1036,20250820,H-0459-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,La Michoacana Strawberry Con Crema Single Serve Paleta 3.75oz UPC: 7-67778-00002-0,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 10/1/2026 - 5/16/2027
1037,20250820,H-0449-2025,"Jagpreet Enterprises, LLC. dba Sukhi's Gourmet Indian Foods",Terminated,Class II,Food,"Sukhi's CLASSIC CURRY PASTE, Net Wt. 2.5 LBS, ITEM # 11-101, UPC: 7-67226-01001-4, SUKHI'S GOURMET INDIAN FOODS HAYWARD, CA 94545",Potential contamination with foreign objects (metal pieces).,"AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, LA, MA, MD, MI, MN, MO, NC, NJ, NM, NV, NW, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI",Lot #: 121371; 121728; 122844; 123312; 124047; 124085; Use By: 06/11/26; 06/20/26; 09/17/26; 10/15/26; 11/30/26; 11/29/26
1038,20250820,H-0477-2025,Albertsons Companies LLC,Terminated,Class I,Food,Jewel Osco TUNA SALAD,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 17 25; Jul 18 25; Jul 19 25; UPC: 21680700000
1039,20250820,H-0447-2025,GMP Laboratories of America Inc,Terminated,Class III,Food,"Lithium Orotate 2.5; 60 vegetarian capsules, Dietary Supplement; Distributed by Mecene LLC. 447 Sutter St.,
Suite 405, San Fransisco, CA 94108  2.5 mg UPC#: X002T4OPLL 10 mg UPC#: X0031AXVE9",Downstream recall of a dietary supplement ingredient that was manufactured out of specifications.,Distribution was to a single customer who received product in California and Oklahoma.,2.5mg Lot #: 21822  Expire date: 09/2026  10mg Lot#: 21108; 22649 Expire date: 10/2025; 01/2028
1040,20250820,H-0446-2025,"Enjoy Nutrition, LLC; dba Weyland Brain Nutrition",Terminated,Class III,Food,"Lithium Orotate, 20MG, Distributed by Enjoy Nutrition, LLC. UPC#: none","Under potency / misbranding: product fails to meet labeled lithium orotate potency. (Downstream
recall) from supplier of ingredient.","Distribution includes Amazon, Excel 3PL and Encore Fulfillment. Nationwide",Lot#: 2130; 21505; 21911; 22106; 22257; 22397; 22557; 22918; 23035
1041,20250820,H-0542-2025,"Reser's Fine Foods, Inc.",Terminated,Class I,Food,"Sysco Imperial Deluxe Tuna Salad, Reorder #6526826, net wt. 5lb. Foodservice item. Product is packaged in
clear printed plastic tub with printed white lid. Keep Refrigerated. Distributed by Sysco Corporation,
Houston, TX 77077  UPC on 5lb. TUB: 74865 79721 GTIN on Master Case (2/5# per case): 1007486579721","Tuna Salad products are recalled due to potential contamination with Listeria monocytogenes
because products containing Newly Weds Foods  recalled Japanese Style Breadcrumbs.","Distributed in AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, ND, NE, NH, NJ, NM, NY, OH, OK, PA, TN, TX, VA, and WI.",Lot 1420043333 Use By: AUG/17/25 Lot 1420046978 Use By: AUG/24/25
1042,20250820,H-0464-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,La Michoacana Strawberry Con Crema 6-Pack Paleta 16.5oz UPC: 7-67778-00102-7,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 6/3/2026 - 6/17/2027
1043,20250820,H-0492-2025,AND GO CONCEPTS DBA SALAD AND GO,Terminated,Class II,Food,FG60005	Blueberry Basil Lemonade,"The firm manufactured and distributed to retailers unpasteurized juice products in violation of
21 CFR 120 Juice HACCP regulations","Arizona, Oklahoma, Nevada, Texas",All lot codes
1044,20250820,H-0484-2025,Albertsons Companies LLC,Terminated,Class I,Food,Randalls MINI SALAD CROISSANT 18 INCH TRAY,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 16 25; Jul 17 25; Jul 18 25; Jul 23 25; Jul 24 25; Jul 25 25; Jul 26 25; Jul 27 25; Jul 28 25; UPC: 27841200000
1045,20250820,H-0540-2025,"Reser's Fine Foods, Inc.",Terminated,Class I,Food,"Reser's Tuna Salad, net wt. 5lb. Foodservice item. Product is packaged in white plastic tub and lid with
sticker. Keep Refrigerated. This item does not contain ingredient Pickle Relish.  Distributed by Reser's Fine
Foods, Beaverton, OR.  UPC on 5lb. TUB: 71117 14138 GTIN on Master Case (2/5# per case): 1007111714138","Tuna Salad products are recalled due to potential contamination with Listeria monocytogenes
because products containing Newly Weds Foods  recalled Japanese Style Breadcrumbs.","Distributed in AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, ND, NE, NH, NJ, NM, NY, OH, OK, PA, TN, TX, VA, and WI.",Lot 1420043945 Use By: AUG/26/25
1046,20250820,H-0496-2025,QST Ingredients and Packaging,Terminated,Class II,Food,BBQ Riblet Seasoning (Cargill Meat)(PPM) NET WT: 50 lb UPC (QST# 5275),Product may contain small metal fragments due to contaminated onion powder ingredient used in manufacturing.,Product was distributed to 4 different customers who either use recalled finished product for ingredient in further processing or repack for retail sales.  4 customers are located in Southern California with the remaining customer in Texas.,"Lot Numbers: 059251, 079251, 154251,  170251, 170252"
1047,20250820,H-0467-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,La Michoacana Rompope Bolis 6-Count 24oz UPC:7-67778-05004-9,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 4/24/2027 - 7/14/2027
1048,20250820,H-0500-2025,"Jayone Foods, Inc.",Terminated,Class II,Food,"Frozen Oyster Meat (IQF), Cert No. KR-15-SP; Processor Name: JBR KR-15-SP;  Harvest Date: Feb 06, 2025 Shucked
Date: Feb 07,2025 Expiration: 02/06/2027 UPC: 8809366955717",Frozen Oyster product is potentially contaminated with Norovirus,Distribution is limited to 1 wholesale distributor and 3 supermarket locations in Southern California.,Lot Code: B250206
1049,20250820,H-0476-2025,Albertsons Companies LLC,Terminated,Class I,Food,READY MEALS SUSTAINABLE TUNA SALAD CROISSANT SANDWICH,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 17 25; Jul 18 25; Jul 19 25; UPC: 21372500000
1050,20250820,H-0462-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,La Michoacana Cookies  N Cream Single Serve Paleta 3.75oz UPC: 7-67778-00007-5,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 4/9/2027 - 4/11/2027
1051,20250820,H-0487-2025,"The Bonami Baking Company, Inc.",Ongoing,Class II,Food,"Whole Grain Par Baked Jalapeno Cheddar Bagel --- Ingredient Declaration: Whole White Wheat Flour, Enriched
Flour (Unbleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate (Vitamin B1),
Riboflavin (Vitamin B2), Folic Acid) Water, Brown Sugar, Malt Extract, Salt, Yeast, Cheddar Cheese
(Pasteurized Cultured Milk, Salt, Enzymes, Annatto Color), Jalapeno --- Contains Allergen: Wheat --- Keep
Frozen --- Net weight: 15.3 LBS. (3 oz./72 Count) --- Produced by The Bonami Baking Company",Undeclared milk from Contains statement.,CA,USE BY: 7/20/25 through 7/20/26
1052,20250820,H-0443-2025,"Enjoy Nutrition, LLC; dba Weyland Brain Nutrition",Terminated,Class III,Food,"Lithium Orotate, 2.5MG, Distributed by Enjoy Nutrition, LLC. UPC#: 719318414002; 709750005289","Under potency / misbranding: product fails to meet labeled lithium orotate potency. (Downstream
recall) from supplier of ingredient.","Distribution includes Amazon, Excel 3PL and Encore Fulfillment. Nationwide",Lot#: 21166; 21640; 21821; 22281; 22757
1053,20250820,H-0481-2025,Albertsons Companies LLC,Terminated,Class I,Food,READY MEALS TUNA SALAD OVER BED OF LETTUCE,Potential contamination with Listeria monocytogenes.,"Jewel Osco products sold in IA, IL, and IN.  Albertsons, Randalls, and Tom Thumb products distributed in AR, LA, OK, and TX.",Jul 16 25; Jul 17 25; Jul 18 25; Jul 23 25; Jul 24 25; Jul 25 25; Jul 26 25; Jul 27 25; Jul 28 25; UPC: 21786400000
1054,20250820,H-0457-2025,PAX Spices & Labs Inc,Terminated,Class II,Food,Product is distributed in bulk brown paper bags.,Foreign object (metal) in granulated onion ingredient.,Product is distributed to 10 customers who further process ingredient into a final product.,Lot#: 7I08242057; MFG Lot #: IO820WOG2057
1055,20250820,H-0471-2025,"Tropicale Foods, LLC",Ongoing,Class II,Food,Helados Mexico Choco-Dipped Minis Variety Paletas 12-Count 18oz UPC: 6-82082-81215-5 UPC: 6-82082-41215-7,Product label includes the ingredient CREAM but does not include Milk as the source.,Nationwide distribution,Best By Date: 1/14/2027 - 6/18/2027
1056,20250820,H-0543-2025,"Reser's Fine Foods, Inc.",Terminated,Class I,Food,"Sysco Classic Tuna Salad, Reorder #6724249, net wt. 5lb. Foodservice item. Product is packaged in clear
printed plastic tub with printed lid. Keep Refrigerated.   Distributed by Sysco Corporation, Houston, TX 77077
UPC on 5lb. Sysco TUB/Lid: 74865 80038 GTIN on Master Case (2/5# per case): 0071117 68049 or 10074900000000","Tuna Salad products are recalled due to potential contamination with Listeria monocytogenes
because products containing Newly Weds Foods  recalled Japanese Style Breadcrumbs.","Distributed in AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, ND, NE, NH, NJ, NM, NY, OH, OK, PA, TN, TX, VA, and WI.",Lot 1420043323 Use By: AUG/25/25 Lot 1420046640 Use By: SEP/1/25
