packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
11,20260527,H-0807-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal B12 Spray. Dosage: 3 sprays Liquid. Packaging: Aluminum bottle. 30 ml. Firm Address: VitaminAlly LLC Chandler, AZ 85225","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 10/01/2024-04/08/2026 Lot Number MB1024  Expiry Date 10/2026
12,20260527,H-0838-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX FROZEN HOT COCOA NET WT 50oz (3lbs 2oz) 1.42kg Ingredients: ***
nonfat dry milk ***  Distributed by Ghirardelli Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC:
747599662133",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","Lot, Best if Used By: S195260, 5/31/2027; S195261, 6/30/2027; S295260, 6/30/2027; S393260, 7/31/2027; S487260, 9/30/2027; S587260, 9/30/2027."
13,20260527,H-0827-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6036087 Cr¿me Fraiche Spice Seasoning, 25lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,Lot: 334409; Use by: 06/21/2026
14,20260527,H-0826-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6036277 Garlic Cream Sauce Seasoning, 40lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,Lot: 335086; Use By: 7/8/2026
15,20260527,H-0802-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Kids Liquid Multivitamin Drops. Dosage: 3mL Liquid. Packaging: Aluminum bottle. 90 ml. Firm Address:
Vitaminally LLC Chandler, AZ 85225","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 06/01/2025-04/08/2026 Lot Number KM0625 Expiry Date 06/2027
16,20260527,H-0824-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6036554 Parmesan Breadstick Sauce Seasoning, 40lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,"Lot: 334856-334860; Use By: 07/05/2026, 07/06/2026"
17,20260527,H-0789-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Fibroid Bully 16 oz and 32 oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,16 oz with upc: 860010984406 & 32 oz with upc: 860010984413 Lots: not provided
18,20260527,H-0830-2026,"Pork King Good, LLC",Ongoing,Class I,Food,"Pork King Good Onion & Sour Cream Seasoning.  Net Wt. 3 oz (85G) bottle.  UPC 8 50008-53861 2.  Made by Pork
King Good, Milwaukee, WI  53110.",Seasoning was made with recalled California Dairies milk powder due to Salmonella contamination.,"AL, AZ, CA, FL, GA,IL, IN, MD, MI, MO, MS, MT, NC, ND, NE, NH, NY, OH, PA, RI, TN, TX, UT, VA, WA, WI","Lot Number 329-5, Best if Used By 5/30/2027;   Lot Number 004-6, Best if Used By 6/30/2027;    Lot Number 029-6, Best if Used By 6/30/2027."
19,20260527,H-0840-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX WHITE MOCHA NET WT 50oz (3lbs 2oz) 1.42kg Ingredients: *** nonfat dry
milk ***  Distributed by Ghirardelli Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC: 747599662096",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","Lot, Best if Used By: S297261, 5/31/2027; S297262, 6/30/2027; S393262, 7/31/2027."
20,20260527,H-0790-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Prostate Bully 16 oz and 32 oz,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz with upc: 860010984444 & 32 oz with upc: 860010984451 Lots: PB11333, PB29969, PB57444, PB00880, PB48552;"
21,20260527,H-0783-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Blackseed Bitters 16 oz and 32 oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz. with upc: 860005735020 & 32 oz with upc: 860005735037 Lots: BS62367, BS25400, BS11595, BS75444, BS75721, BS90605, BS34888"
22,20260527,H-0791-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Pure Shilajit Tonic 16 oz and 32 oz,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,16 oz with upc: 860010984482 & 32 oz with upc: 860010984499 Lots: not provided
23,20260527,H-0845-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI SWEET GROUND POWDER CHOCOLATE & COCOA NET WT 48oz (3lbs) 1.36kg  Distributed by Ghirardelli
Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC: 747599620232",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","Lot, Best if Used By: S293260, 12/31/2027; S293261, 1/31/2028."
24,20260527,H-0799-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Mens 50+ Liquid Multivitamin Drops. Dosage: 3mL Liquid. Packaging: Aluminum bottle. 90 ml. Firm
Address: Vitaminally LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution dates: 06/01/2025-04/08/2026 Lot Number M+0625 Expiry Date 06/2027
25,20260527,H-0829-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6022487 Garlic Herb Topping, 50lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,Lot: 335367; Use by: 07/13/2026
26,20260527,H-0834-2026,JOHN B SANFILIPPO & SONS INC,Ongoing,Class I,Food,"Squirrel Brand Town & Country Mix 16 oz can UPC 07223805251 and 7.5 oz can UPC 07223805450.  16 oz 12 cans per
case.  7.5 oz 6 cans per case",potential presence of Salmonella,Nationwide,BEST BY 05/01/27 BEST BY 05/25/27 BEST BY 05/28/27 BEST BY 02/10/27
27,20260527,H-0831-2026,JOHN B SANFILIPPO & SONS INC,Ongoing,Class I,Food,"Southern Style Nuts Gourmet Hunter Mix 23 oz plastic jar UPC 085839073319 and 36 oz plastic jar UPC
085839071483.  23 oz 6 jars per case case and 96 jars per display.  36 oz 6 jars per case",potential presence of Salmonella,Nationwide,BEST BY 01/28/27  BEST BY 02/05/27  BEST BY 02/12/27  BEST BY 02/17/27  BEST BY 03/03/27  BEST BY 03/14/27  BEST BY 02/05/27  BEST BY 26/FEB/2027  BEST BY 13/MAR/2027  BEST BY 02/APR/2027
28,20260527,H-0832-2026,JOHN B SANFILIPPO & SONS INC,Ongoing,Class I,Food,"Southern Style Nuts Hunter Mix 30 oz plastic jar UPC 085839916302, 4 jars per case",potential presence of Salmonella,Nationwide,BEST BY 01/29/27  BEST BY 02/03/27  BEST BY 02/10/27  BEST BY 02/19/27  BEST BY 02/24/27  BEST BY 03/02/27  BEST BY 03/10/27  BEST BY 03/16/27
29,20260527,H-0804-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Prenatal+Postnatal Liquid Multivitamin Drops - Iron Free. Dosage: 3mL Liquid. Packaging: Aluminum
bottle. 90 ml. Firm Address: Vitaminally LLC Chandler, AZ 85225","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 09/01/2024-04/08/2026 Lot Number PN0824  Expiry Date 08/2026
30,20260527,H-0843-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX VANILLA NET WT 48oz (3lbs) 1.36kg Ingredients: *** nonfat dry milk
***  Distributed by Ghirardelli Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC: 747599621055",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","Lot, Best if Used By: S495260, 3/31/2027; S495261, 6/30/2027; S594262, 7/31/2027."
31,20260527,H-0801-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Collagen Booster. Dosage: 3mL Liquid. Packaging: Aluminum bottle. 90 ml. Firm Address: Vitaminally
LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 06/01/2025-04/08/2026 Lot Number CB0625 Expiry Date 06/2027
32,20260527,H-0800-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Women's Liquid Multivitamin Drops with Iron. Dosage: 3mL Liquid. Packaging: Aluminum bottle. 90 ml.
Firm Address: Vitaminally LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution dates: 06/01/2025-04/08/2026 Lot Number WM0625  Expiry Date 06/2027
33,20260527,H-0848-2026,Stoltzfus Family Dairy LLC,Ongoing,Class I,Food,"Stoltzfus Family Farm Sour Cream and Onion cheese curds, 8-ounce",Product may be contaminated with Salmonella.,"NY, PA","Best by: 03/25/2026, 04/23/2026, 04/29/2026, 05/06/2026 UPC Codes: 8 59166 00201 0"
34,20260527,H-0809-2026,"Llorens Pharmaceuticals International Division, Inc.",Ongoing,Class II,Food,"Vitamin B-Complex, Vitamin C & Folic Acid Dietary Supplement, Net Wt. 8 FL Oz (237mL) Amber PET modern round
24-400 bottle, 47 SERVING PER BOTTLE, 24 bottles- 8 FL Oz (237mL) Amber PET modern round bottles per package,
Store at room. Mnfg by: Llorens Pharmaceutical Miami, FL",Foreign object: black particulate matter,"Distributed to MO, IL, NJ, NY, TX, FL, PR, MA, OK, VA, MN, IA, OH, GA, WI, WA, CA, IN, NC, CO, TN, MA, MO, WV, AZ, DE",Lot: B2025 Expiration Date:08/27
35,20260527,H-0806-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal D3+B12 Spray. Dosage: 3 sprays Liquid. Packaging: Aluminum bottle. 30 ml. Firm Address: VitaminAlly
LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 10/01/2024-04/08/2026 Lot Number DB1024 Expiry Date 10/2026
36,20260527,H-0803-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Women's Liquid Multivitamin Drops - Iron Free. Dosage: 3ml Liquid. Packaging: Aluminum bottle. 90
ml. Firm Address: Vitaminally LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 10/01/2024-04/08/2026 Lot Number:WN0924 Expiry Date:09/2026
37,20260527,H-0842-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX CHOCOLATE FLAVORED NET WT 50oz (3lbs 2oz) 1.42kg Ingredients: ***
nonfat dry milk ***  Distributed by Ghirardelli Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC:
747599662003",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","Lot, Best if Used By: S397261, 2/28/2027; S397262, 4/30/2027; S397263, 6/30/2027."
38,20260527,H-0787-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Immunity Enhancer Elderberry 16 oz and 32 oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,16 oz with upc: 860005735099 & 32 oz with upc: 195893965434 Lots: not provided
39,20260527,H-0797-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Womens 50+ Liquid Multivitamin Drops. Dosage: 3ml Liquid. Packaging: Aluminum bottle. 90 ml. Firm
Address: Vitaminally LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution dates: 10/01/2024-04/08/2026 Lot Number: W+0925  Expiry Date: 09/2027
40,20260527,H-0794-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Liquid Blenz Good Brain Tonic 16 oz and 32 oz,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,16 oz with UPC: 860010984468 & 32 oz with UPC: 860010984475 Lots: not provided
41,20260527,H-0798-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal Mens Liquid Multivitamin  Drops. Dosage: 3mL Liquid. Packaging: Aluminum bottle. 90 ml. Firm
Address: Vitaminally LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution dates: 10/01/2024-04/08/2026 Lot Number MM0925  Expiry Date 09/2027
42,20260527,H-0828-2026,Solina U.S. Holding,Ongoing,Class I,Food,"YT 6027393 Spicy Ranch Blend, 50lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,Lot: 334912; Use by: 10/04/2026
43,20260527,H-0785-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Pure Diabetes Bully 16 oz and 32 oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz with upc: 195893374878 & 32 oz with upc: 195893984466 Lots: DB58525, DB58885, DB21000, DB58661, DB25909, DB09550, DB66236, DB52855"
44,20260527,H-0825-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6036786 Instant Country Gravy Seasoning, 40lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,"Lot: 334910,334911; Use by: 01/07/2027; 01/09/2027"
45,20260527,H-0782-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Liquid Blenz Soursop Bitters 16 oz and 32 oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz with upc: 860005735006 & 32 oz with upc: 860005735013 Lots: SS75223, SS00669, SS95811, SS95114, SS11139, SS54495, SS81258, SS44886"
46,20260527,H-0795-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Joint Nourish. Dosage:2 tablespoons (30mL). Liquid. For Oral use. Packaging: Plastic Bottle. Net Volume:480
ml. Firm Address: VitaminAlly LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen contamination and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution dates: 10/01/2025-04/08/2026 Lot Number JN0925 Expiry Date   09/2027
47,20260527,H-0793-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Flat Belly Bully 16 oz and 32 oz,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz with upc: 196852337118 & 32 oz with upc: 196852926770 Lots: : FBB5552, FBB6226, FBB8166, FBB8536, FBB7757, FBB5277"
48,20260527,H-0784-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Sea Moss Tonic 16 oz and 32. oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,16 oz with upc: 196852654833 & 32 oz with upc: 196852456406 Lots: not provided
49,20260527,H-0818-2026,"PS Seasoning & Spices, Inc.",Ongoing,Class I,Food,"PSW21585 Save A Lot Bind 50#, Part #:  20009709.  PS Seasoning & Spices 216 W Pleasant St Iron Ridge, WI  53035.",Product was made with milk powder recalled by the supplier due to Salmonella contamination.,Nationwide,Lot #: 2025-44885  Exp 6/3/ 2028   Lot #: 2026-57603  Exp 09/21/2028
50,20260527,H-0811-2026,"Fontana Flavors, Inc",Ongoing,Class I,Food,"C0017D Natural & Artificial White Cheddar Cheese Flavor, Net Weight:  50 lbs. bag.  Item #:  8500101.  For
Further Processing.  Fontana Flavors, Janesville, WI.",Product was made with milk powder recalled by the supplier due to Salmonella contamination.,"IL, TN, and outside the US to Canada","Lot Numbers:  111925F01#1, 111925F01#2, 111925F01#3, 111925F01#4, 111925F02#1, 111925F02#2, 120925F01#1, 120925F01#2, 121725F01#1, 121725F01#2, 121725F01#3, 121725F01#4, 020426F03#1, 020426F03#2, 022426F02#1, 022426F02#2, 032426F02#1, 032426F02#2, 032426F03#1, 032426F03#2."
51,20260527,H-0813-2026,"Fontana Flavors, Inc",Ongoing,Class I,Food,"C7139D1 Natural Parmesan Cheese Flavor, Net Weight:  50 lbs. bags.  Item #:  202405.  For Further Processing.
Fontana Foods, Janesville, WI.",Product was made with milk powder recalled by the supplier due to Salmonella contamination.,"IL, TN, and outside the US to Canada","Lot Numbers:  120925F02, 010726F02, 022426F03, 031226F08, 032426F04."
52,20260527,H-0792-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Blood Pressure Bully 16 oz and 32 oz,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz with upc: 196852985432 & 32 oz with upc: 196852553129 Lots: BP02581, BP83283, BP14888, BP95123, BP75660"
53,20260527,H-0805-2026,Wellnov Supplements LLC,Ongoing,Class II,Food,"Liposomal D3-5000IU Spray Dosage: 3 sprays Liquid. Packaging: Aluminum bottle. 30 ml. Firm Address:
Vitaminally LLC Chandler, AZ 85225.","Deviations from current Good Manufacturing Practices (cGMP) that could lead to bacterial
pathogen and possible C. Botulinum concerns.",Products were distributed nationwide and the United States Territory of Puerto Rico.,Distribution Dates: 10/01/2024-04/08/2026 Lot Number DS1024 Expiry Date 10/2026
54,20260527,H-0847-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX CLASSIC WHITE NET WT 50oz (3lbs 2oz) 1.42kg Ingredients: *** nonfat
dry milk ***  GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX CLASSIC WHITE NET WT 10lbs (4.54kg) Ingredients: ***
nonfat dry milk ***  GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX CLASSIC WHITE NET WT 30LB (13.62kg) Ingredients:
*** nonfat dry milk ***  Distributed by Ghirardelli Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC
(50oz): 747599662010 UPC (10lbs): 747599662034 UPC (30lbs): 747599419027",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","---50oz--- Lot, Best if Used By: S193260, 6/30/2027; S193261, 7/31/2027.  ---10lbs--- Lot, Best if Used By: S296260A03, 7/31/2027; S292260A03, 7/31/2027; S292260A03, 8/31/2027; S292261A03, 8/31/2027.  ---30lbs--- Lot, Best if Used By: S396260A03, 7/31/2027; S496260A03, 7/31/2027."
55,20260527,H-0839-2026,Ghirardelli Chocolate Company,Ongoing,Class I,Food,"GHIRARDELLI PERFECTLY PREMIUM FRAPPE MIX MOCHA NET WT 50oz (3lbs 2oz) 1.42kg Ingredients: *** nonfat dry milk
***  Distributed by Ghirardelli Chocolate Company, San Leandro, CA 94578, U.S.A.  UPC: 747599662119",Potential contamination with Salmonella.,"U.S. Distribution Pattern: AK, AZ, CA, FL, GA, ID, IL, IN, KY, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI. Foreign Distribution Pattern: Canada, Guatemala, Japan, Philippines, United Kingdom, South Korea.","Lot, Best if Used By: S295261, 4/30/2027; S295262, 6/30/2027; S395260, 6/30/2027; S588260, 6/30/2027; S187260, 8/31/2027."
56,20260527,H-0815-2026,"PS Seasoning & Spices, Inc.",Ongoing,Class I,Food,"1P Original Smokehouse Unit for 300 lbs. of Meat, Part #: 180002964.  Net Wt 15.10 lbs (6.85kg).  PS Seasoning
& Spices 216W Pleasant St Iron Ridge, WI  53035.",Product was made with milk powder recalled by the supplier due to Salmonella contamination.,Nationwide,Lot #: 2025-44770  Exp 05/27/2027
57,20260527,H-0820-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6035415 Sourdough Cheese Crouton Seasoning, 50lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,Lot: 355048; Use by 7/8/2026
58,20260527,H-0816-2026,"PS Seasoning & Spices, Inc.",Ongoing,Class I,Food,"1P Jalapeno Heat Unit for 300 lbs of Meat, Part #:  180002945.  Net Wt 18 lbs (8.20kg).   PS Seasoning &
Spices 216W Pleasant St Iron Ridge, WI  53035.",Product was made with milk powder recalled by the supplier due to Salmonella contamination.,Nationwide,Lot #: 2025-44769  Exp 05/27/2027
59,20260527,H-0786-2026,LIQUID BLENZ CORP,Ongoing,Class II,Food,Pure Libido Drink 16 oz and 32 oz.,May be under-processed resulting in growth of Clostridium botulinum and lists health claims.,NY and online sales,"16 oz with upc: 195893463176 & 32 oz with upc: 195893949991 Lots: LB08560, LB18863, LB76882, LB84633, LB55881"
60,20260527,H-0833-2026,JOHN B SANFILIPPO & SONS INC,Ongoing,Class I,Food,"Squirrel Brand Travelers Mix 16 oz can UPC 07223899166, 12 cans per case",potential presence of Salmonella,Nationwide,BEST BY 04/30/27  BEST BY 05/28/27  BEST BY 06/24/27
61,20260527,H-0819-2026,"PS Seasoning & Spices, Inc.",Ongoing,Class I,Food,"Non Fat Dry Milk 1#, Part #: 02000014P.  Net Wt 1 lb (453g)  PS Seasoning & Spices 216 W Pleasant St Iron Ridge, WI  53035.",Product was made with milk powder recalled by the supplier due to Salmonella contamination.,Nationwide,Lot #: 2025-45065  Exp 06/06/2027
62,20260527,H-0821-2026,Solina U.S. Holding,Ongoing,Class I,Food,"Solina 6035687 Bayou Blackened Ranch Seasoning, 25lb bag",potential to be contaminated with Salmonella,MI WI PA IL GA CA KS,Lot: 335314-335315; Use by 07/13/2026
63,20260527,H-0810-2026,Shining Sea Fish Co. LLC,Ongoing,Class I,Food,"MA Cohen's Kippered Herring vacuum packed, weight provided at retail, UPC  7232577992",Clostridium botulinum is an uncontrolled hazard,MI,"LOT 25079 Expiration May 03 2026, LOT 25055 Expiration May 12 2026, LOT 25028 Expiration June 03 2026, LOT 26344 Expiration July 22 2026"
